Horodateur,"Pour être sûr ","Écoutez-vous de la musique ? ",🗓️🎵 À quelle fréquence écoutez-vous de la musique ?,🏘️🎵 Dans quel(s) contexte(s) écoutez-vous vos musiques ?,"🌞🎵 À quel moment de la journée écoutez-vous le plus de la musique ? ",❓🎵 Comment écoutez-vous vos musiques ?,📱🎵 Quelle(s) plateforme(s) de streaming utilisez-vous ?,🧐🎵 Vos musiques servent à :,🔡🎵 Quels sont vos genres de musique préférés,⏰🎵 Quelle est la durée moyenne des musiques que vous écoutez ?,"🎧🎵 Écoutez-vous plutôt des morceaux ",🚲🎵 Quel est le tempo des musiques que vous écoutez ?,👂🎵 Les musiques que vous écoutez sont plutôt,🔴🎵 Écoutez-vous des musiques interprétées en live ? (concert par exemple),🔊🎵 La qualité de l'audio est importante pour moi,💪🎵 A quel point êtes vous prêt(e) à découvrir de nouveaux genres ou artistes ?,📊 Quelle est votre tranche d'âge ?,👤 Quel est votre genre ?,👔 Dans quel domaine travaillez-vous ?,Colonne 20
10/10/2025 07:43:07,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌤️ Après-midi,ᯤ Streaming,"💚 Spotify, ❤️ Youtube Music","🥳 Faire la fête, 🕺 Danser, 🫧 Se mettre dans sa bulle","Rock, Métal ",🟡 - de 5 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 07:43:16,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,ᯤ Streaming,💚 Spotify,📖 Se concentrer,Populaire,🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,Je préfère rester sur les genres que je connais déjà,entre 55 et 64 ans,♂️ Homme,Retraite,
10/10/2025 07:43:58,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌤️ Après-midi,"ᯤ Streaming, 📥 Téléchargements",❤️ Youtube Music,"🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Latino",🔴 + de 10 minutes,🎤 Avec une voix mais en fond,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 07:51:12,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Jazz, Latino, Soul-R&B, Reggae",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♀️ Femme,Commerce & Services,
10/10/2025 07:54:15,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,❌ Autre,🌤️ Après-midi,Radio,"🤍 Apple Music, Fun radio",⏳ Passer le temps,Classique,🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 07:55:20,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête, ❌ Autre",🌤️ Après-midi,ᯤ Streaming,❤️ Youtube Music,"⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Dance - Electro, Latino",🟢 - de 2 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Commerce & Services,
10/10/2025 08:12:06,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille, 🎉 En fête",🌄 Matin,"ᯤ Streaming, 📀 Vinyle, 💿 CD, 📥 Téléchargements, Autoradios ","❤️ Youtube Music, 🤍 Apple Music, Shazam","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser","Pop, Rock, Latino, Soul-R&B, Reggae",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 08:12:33,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌙 Soir,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🖼️ S'échapper","Jazz, Latino, Blues, variétés ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,"Sociale ",
10/10/2025 08:15:56,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌙 Soir,"💿 CD, Radio ",❤️ Youtube Music,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Rock, Soul-R&B, Dub",🔴 + de 10 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♀️ Femme,"Animation ",
10/10/2025 08:20:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌤️ Après-midi,ᯤ Streaming,"❤️ Youtube Music, 🧡 SoundCloud","🖼️ S'échapper, 🫧 Se mettre dans sa bulle",Ori deck,🟡 - de 5 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,"Petite enfance ",
10/10/2025 08:25:58,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌙 Soir,"ᯤ Streaming, 📥 Téléchargements",❤️ Youtube Music,🖼️ S'échapper,"Pop, Rock, Dance - Electro, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,Arts & Médias,
10/10/2025 08:36:21,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📀 Vinyle, 💿 CD, ","💜 Deezer, ❤️ Youtube Music","⏳ Passer le temps, 🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rock, Soul-R&B, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♀️ Femme,Culture,
10/10/2025 08:36:56,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,🫂 En famille,🌤️ Après-midi,"📀 Vinyle, 📥 Téléchargements",💜 Deezer,"⏳ Passer le temps, 🥳 Faire la fête, 🕺 Danser","Classique, Pop, Rock",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Arts & Médias,
10/10/2025 08:38:58,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌤️ Après-midi,ᯤ Streaming,💚 Spotify,"🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Rock, Jazz, Soul-R&B",🟠 - de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟦 Tristes,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,Santé,
10/10/2025 08:45:43,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌙 Soir,"ᯤ Streaming, 📥 Téléchargements",💜 Deezer,🫧 Se mettre dans sa bulle,"Rock, ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,✅ Oui,✅ D'accord,Je préfère rester sur les genres que je connais déjà,entre 45 et 54 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 08:53:09,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🎉 En fête",🌙 Soir,"ᯤ Streaming, 📥 Téléchargements","💜 Deezer, ❤️ Youtube Music","🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Classique, Dance - Electro",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,"Enfance ",
10/10/2025 08:59:11,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,👤 Seul(e),🌙 Soir,💿 CD,❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Rock, Jazz, Latino, Soul-R&B, Reggae, Musique du monde",🟠 - de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♀️ Femme,Arts & Médias,
10/10/2025 09:06:55,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌙 Soir,"YouTube ",❌ Je n'écoute pas sur une platforme de streaming,🖼️ S'échapper,Metal,🟠 - de 10 minutes,🗣️ Avec des paroles,🚀 Très très rapide,🟦 Tristes,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♂️ Homme,Santé,
10/10/2025 09:07:58,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,Radio,"💚 Spotify, ❤️ Youtube Music","🥳 Faire la fête, 🕺 Danser, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Pop, Rock, Dance - Electro",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Administratif telecom,
10/10/2025 09:10:07,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,ᯤ Streaming,💜 Deezer,🫧 Se mettre dans sa bulle,Rock,🟠 - de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 09:17:22,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), ❌ Autre",🌙 Soir,ᯤ Streaming,"💚 Spotify, ❤️ Youtube Music","⏳ Passer le temps, 📖 Se concentrer","Classique, Jazz",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,Redacteur administratif,
10/10/2025 09:36:51,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌤️ Après-midi,"ᯤ Streaming, 💿 CD","💚 Spotify, ❤️ Youtube Music","🥳 Faire la fête, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rap",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,Préfère ne pas dire,
10/10/2025 09:44:29,"J’ai lu et compris les informations ci-dessus, et je consens à participer.",❌ Non.,,,,,,,,,,,,,,,entre 55 et 64 ans,♀️ Femme,,
10/10/2025 09:55:23,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 🎉 En fête",🌄 Matin,ᯤ Streaming,"❤️ Youtube Music, ❌ Je n'écoute pas sur une platforme de streaming","🥳 Faire la fête, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Soul-R&B, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,👎 Plutôt en désaccord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 11:29:08,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",🥰 + d'une fois par semaine,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,"ᯤ Streaming, 📀 Vinyle, 📥 Téléchargements","❤️ Youtube Music, 🤍 Apple Music","🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Rock, Jazz, Reggae",🟡 - de 5 minutes,🎤 Avec une voix mais en fond,🚗 Lent,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Arts & Médias,
10/10/2025 11:34:50,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🖼️ S'échapper, 📖 Se concentrer, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Latino, Variétés françaises toutes époques ",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♀️ Femme,"Ne peux plus travailler ",
10/10/2025 11:39:14,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,ᯤ Streaming,❤️ Youtube Music,🫧 Se mettre dans sa bulle,Rock,🔴 + de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟦 Tristes,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 35 et 44 ans,♂️ Homme,Commerce & Services,
10/10/2025 11:52:52,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis",🌄 Matin,"ᯤ Streaming, 💿 CD, 📥 Téléchargements",❤️ Youtube Music,"⏳ Passer le temps, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Jazz, Soul-R&B, Reggae",🟡 - de 5 minutes,🗣️ Avec des paroles,🚗 Lent,🟦 Tristes,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,entre 55 et 64 ans,♀️ Femme,"En invalidité ",
10/10/2025 11:56:32,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌄 Matin,"ᯤ Streaming, 📀 Vinyle, 💿 CD, ","💚 Spotify, ❤️ Youtube Music","⏳ Passer le temps, 🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Classique, Pop, Rock, Dance - Electro, Jazz, Reggae",🟡 - de 5 minutes,🎻 Uniquement instrumentaux,🚅 Rapide,🟦 Tristes,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 35 et 44 ans,♀️ Femme,Commerce & Services,
10/10/2025 11:57:47,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,"📀 Vinyle, 💿 CD",❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle",Latino,🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 55 et 64 ans,♀️ Femme,Santé,
10/10/2025 12:12:34,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,❤️ Youtube Music,"🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle",Pop,🟡 - de 5 minutes,🗣️ Avec des paroles,✈️ Très rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Éducation,
10/10/2025 12:18:56,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌙 Soir,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Rock, Kpop",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Arts & Médias,
10/10/2025 12:18:58,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille",🌙 Soir,ᯤ Streaming,💚 Spotify,"⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Rock, Kpop",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Arts & Médias,
10/10/2025 12:23:06,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,ᯤ Streaming,"💚 Spotify, Amazone music","⏳ Passer le temps, 🥳 Faire la fête, 📖 Se concentrer","Rap, Rock, Jazz, Soul-R&B",🟡 - de 5 minutes,🎻 Uniquement instrumentaux,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 12:29:14,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌤️ Après-midi,💿 CD,❌ Je n'écoute pas sur une platforme de streaming,🫧 Se mettre dans sa bulle,"Classique, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚗 Lent,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 55 et 64 ans,♀️ Femme,,
10/10/2025 13:09:01,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête, ❌ Autre",🌙 Soir,"ᯤ Streaming, 💿 CD","💚 Spotify, ❤️ Youtube Music","⏳ Passer le temps, 🖼️ S'échapper, 📖 Se concentrer","Classique, Pop, Rock",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♂️ Homme,Technologie & Informatique,
10/10/2025 13:32:33,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🎉 En fête",🌤️ Après-midi,"ᯤ Streaming, 📥 Téléchargements, ","💚 Spotify, ❤️ Youtube Music","🥳 Faire la fête, 🖼️ S'échapper, 🕺 Danser, 🫧 Se mettre dans sa bulle","Pop, Rock",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,J’adore découvrir de nouveaux genres et artistes,entre 45 et 54 ans,♀️ Femme,Santé,
10/10/2025 13:42:33,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌙 Soir,"ᯤ Streaming, 💿 CD, Radio ",❤️ Youtube Music,"🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Pop, Rock",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟦 Tristes,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Commerce & Services,
10/10/2025 14:01:40,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 👥 Entre amis, 🫂 En famille, 🎉 En fête",🌄 Matin,"ᯤ Streaming, 📥 Téléchargements",❤️ Youtube Music,"⏳ Passer le temps, 🖼️ S'échapper, 🕺 Danser","Pop, Rock, Dance - Electro, Jazz, Latino",🟡 - de 5 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,👍 Plutôt d'accord,J’adore découvrir de nouveaux genres et artistes,65 ans et +,♀️ Femme,,
10/10/2025 14:24:31,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,👤 Seul(e),🌄 Matin,"ᯤ Streaming, 📥 Téléchargements",💜 Deezer,⏳ Passer le temps,"Jazz, Latino, Soul-R&B",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",65 ans et +,♀️ Femme,Éducation,
10/10/2025 14:37:57,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌄 Matin,💿 CD,❌ Je n'écoute pas sur une platforme de streaming,"⏳ Passer le temps, 🖼️ S'échapper","Musique française ",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,❌ Non,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 45 et 54 ans,♀️ Femme,Enfance,
10/10/2025 14:42:12,"J’ai lu et compris les informations ci-dessus, et je consens à participer.","✅ Oui, c'est mieux pour répondre à un questionnaire sur ses goûts musicaux !",😍 + d'une fois par jour,"👤 Seul(e), 🫂 En famille",🌤️ Après-midi,"ᯤ Streaming, 📥 Téléchargements","❤️ Youtube Music, 🤍 Apple Music","⏳ Passer le temps, 🖼️ S'échapper, 🫧 Se mettre dans sa bulle","Classique, Pop, Rap, Rock, Reggae",🔴 + de 10 minutes,🗣️ Avec des paroles,🚅 Rapide,🟩 Positives,✅ Oui,✅ D'accord,"J’aime bien découvrir, mais je garde mes styles habituels",entre 25 et 34 ans,♂️ Homme,Préfère ne pas dire,
